,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,GID_3,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3
432,432,432,432,ETH.8.15.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.15_1,Misraq Shewa,,Liben Chukala,,,Woreda,District,40711,
433,433,433,433,ETH.8.15.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.15_1,Misraq Shewa,,Lome,,,Woreda,District,40704,
434,434,434,434,ETH.8.16.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Bila Seyo,,,Woreda,District,40207,
435,435,435,435,ETH.8.16.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Boneya Boshe,,,Woreda,District,40205,
436,436,436,436,ETH.8.16.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Diga,,,Woreda,District,40210,
437,437,437,437,ETH.8.16.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Gida Ayana,,,Woreda,District,40203,
438,438,438,438,ETH.8.16.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Gobu Seyo,,,Woreda,District,40208,
439,439,439,439,ETH.8.16.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Guto Gida,,,Woreda,District,40213,
440,440,440,440,ETH.8.16.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Haro Limu,,,Woreda,District,40204,
441,441,441,441,ETH.8.16.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Ibantu,,,Woreda,District,40202,
442,442,442,442,ETH.8.16.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Jimma Arjo,,,Woreda,District,40214,
443,443,443,443,ETH.8.16.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Kiremu,,,Woreda,District,40217,
444,444,444,444,ETH.8.16.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Leka Dulecha,,,Woreda,District,40212,
445,445,445,445,ETH.8.16.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Limu,,,Woreda,District,40201,
446,446,446,446,ETH.8.16.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Nunu Kumba,,,Woreda,District,40215,
447,447,447,447,ETH.8.16.14_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Sasiga,,,Woreda,District,40211,
448,448,448,448,ETH.8.16.15_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Sibu Sire,,,Woreda,District,40209,
449,449,449,449,ETH.8.16.16_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Wama Hagalo,,,Woreda,District,40216,
450,450,450,450,ETH.8.16.17_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.16_1,Misraq Wellega,,Wayu Tuka,,,Woreda,District,40206,
451,451,451,451,ETH.8.17.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Abichuna Gne'a,,,Woreda,District,40609,
452,452,452,452,ETH.8.17.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Aleltu,,,Woreda,District,40617,
453,453,453,453,ETH.8.17.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Bereh,,,Woreda,District,40611,
454,454,454,454,ETH.8.17.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Debre Libanos,,,Woreda,District,40607,
455,455,455,455,ETH.8.17.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Degem,,,Woreda,District,40605,
456,456,456,456,ETH.8.17.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Dera,,,Woreda,District,40602,
457,457,457,457,ETH.8.17.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Gerar Jarso,,,Woreda,District,40606,
458,458,458,458,ETH.8.17.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Hidabu Abote,,,Woreda,District,40603,
459,459,459,459,ETH.8.17.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Jida,,,Woreda,District,40615,
460,460,460,460,ETH.8.17.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Kembibit,,,Woreda,District,40610,
461,461,461,461,ETH.8.17.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Kuyu,,,Woreda,District,40604,
462,462,462,462,ETH.8.17.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Mulo,,,Woreda,District,40616,
463,463,463,463,ETH.8.17.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Sululta,,,Woreda,District,40612,
464,464,464,464,ETH.8.17.14_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Wara Jarso,,,Woreda,District,40601,
465,465,465,465,ETH.8.17.15_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Wuchale,,,Woreda,District,40608,
466,466,466,466,ETH.8.17.16_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.17_1,North Shewa,,Yaya Gulele,,,Woreda,District,40614,
467,467,467,467,ETH.9.1.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Afder,,,Woreda,District,50806,
468,468,468,468,ETH.9.1.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Bare,,,Woreda,District,50807,
469,469,469,469,ETH.9.1.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Chereti/Weyib,,,Woreda,District,50802,
470,470,470,470,ETH.9.1.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Dolobay,,,Woreda,District,50808,
471,471,471,471,ETH.9.1.5_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Goro Baqaqsa,,,Woreda,District,50803,
472,472,472,472,ETH.9.1.6_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Guradamole,,,Woreda,District,50801,
473,473,473,473,ETH.9.1.7_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Hargele,,,Woreda,District,508061,
474,474,474,474,ETH.9.1.8_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,Serer/Elkere,,,Woreda,District,50804,
475,475,475,475,ETH.9.1.9_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.1_1,Afder,,West Imi,,,Woreda,District,50805,
476,476,476,476,ETH.9.2.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.2_1,Doolo,,Boh,,,Woreda,District,50702,
477,477,477,477,ETH.9.2.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.2_1,Doolo,,Danot,,,Woreda,District,50701,
478,478,478,478,ETH.9.2.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.2_1,Doolo,,Geladin,,,Woreda,District,50703,
479,479,479,479,ETH.9.2.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.2_1,Doolo,,Warder,,,Woreda,District,50704,
480,480,480,480,ETH.9.3.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.3_1,Fafan,,Aw-bare,,,Woreda,District,50205,
481,481,481,481,ETH.9.3.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.3_1,Fafan,,Babile,,,Woreda,District,50201,
482,482,482,482,ETH.9.3.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.3_1,Fafan,,Gursum,,,Woreda,District,50202,
483,483,483,483,ETH.9.3.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.3_1,Fafan,,Hareshen,,,Woreda,District,50207,
484,484,484,484,ETH.9.3.5_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.3_1,Fafan,,Jijiga,,,Woreda,District,50204,
485,485,485,485,ETH.9.3.6_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.3_1,Fafan,,Kebribeyah,,,Woreda,District,50206,
486,486,486,486,ETH.9.4.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.4_1,Jarar,,Aware,,,Woreda,District,50303,
487,487,487,487,ETH.9.4.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.4_1,Jarar,,Degehabur,,,Woreda,District,50302,
488,488,488,488,ETH.9.4.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.4_1,Jarar,,Degehamedo,,,Woreda,District,50301,
489,489,489,489,ETH.9.4.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.4_1,Jarar,,Gashamo,,,Woreda,District,50304,
490,490,490,490,ETH.9.4.5_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.4_1,Jarar,,Gunagado,,,Woreda,District,50305,
491,491,491,491,ETH.9.5.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.5_1,Korahe,,Debeweyin,,,Woreda,District,50504,
492,492,492,492,ETH.9.5.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.5_1,Korahe,,Kebridehar,,,Woreda,District,50502,
493,493,493,493,ETH.9.5.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.5_1,Korahe,,Shekosh,,,Woreda,District,50501,
494,494,494,494,ETH.9.5.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.5_1,Korahe,,Shilabo,,,Woreda,District,50503,
495,495,495,495,ETH.9.6.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.6_1,Liben,,Dolo Odo,,,Woreda,District,50902,
496,496,496,496,ETH.9.6.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.6_1,Liben,,Filtu,,,Woreda,District,50901,
497,497,497,497,ETH.9.6.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.6_1,Liben,,Hudet,,,Woreda,District,50904,
498,498,498,498,ETH.9.6.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.6_1,Liben,,Moyale,,,Woreda,District,50903,
499,499,499,499,ETH.9.7.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Dihun,,,Woreda,District,50406,
500,500,500,500,ETH.9.7.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Fik,,,Woreda,District,50402,
501,501,501,501,ETH.9.7.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Gerbo,,,Woreda,District,50403,
502,502,502,502,ETH.9.7.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Hamero,,,Woreda,District,50404,
503,503,503,503,ETH.9.7.5_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Lagahida,,,Woreda,District,50407,
504,504,504,504,ETH.9.7.6_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Meyumuluka,,,Woreda,District,50408,
505,505,505,505,ETH.9.7.7_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Segeg,,,Woreda,District,50405,
506,506,506,506,ETH.9.7.8_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.7_1,Nogob,,Selahad,,,Woreda,District,50401,
507,507,507,507,ETH.9.8.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,Adadle,,,Woreda,District,50602,
508,508,508,508,ETH.9.8.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,Denan,,,Woreda,District,50603,
509,509,509,509,ETH.9.8.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,East Imi,,,Woreda,District,50601,
510,510,510,510,ETH.9.8.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,Ferfer,,,Woreda,District,50607,
511,511,511,511,ETH.9.8.5_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,Gode,,,Woreda,District,50604,
512,512,512,512,ETH.9.8.6_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,Kelafo,,,Woreda,District,50605,
513,513,513,513,ETH.9.8.7_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.8_1,Shabelle,,Mustahil,,,Woreda,District,50606,
514,514,514,514,ETH.9.9.1_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.9_1,Siti,,Afdem,,,Woreda,District,50106,
515,515,515,515,ETH.9.9.2_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.9_1,Siti,,Ayisha,,,Woreda,District,50101,
516,516,516,516,ETH.9.9.3_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.9_1,Siti,,Dembel,,,Woreda,District,50102,
517,517,517,517,ETH.9.9.4_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.9_1,Siti,,Erer,,,Woreda,District,50104,
518,518,518,518,ETH.9.9.5_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.9_1,Siti,,Miesso,,,Woreda,District,50107,
519,519,519,519,ETH.9.9.6_1,ETH,Ethiopia,ETH.9_1,Somali,,ETH.9.9_1,Siti,,Shinile,,,Woreda,District,50103,
520,520,520,520,ETH.10.1.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.1_1,Alaba,,Alaba,,,SpecialWoreda,District,72101,
521,521,521,521,ETH.10.2.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.2_1,Alle,,Alle,,,SpecialWoreda,District,71301,
522,522,522,522,ETH.10.3.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.3_1,Amaro,,Amaro,,,SpecialWoreda,District,71302,
523,523,523,523,ETH.10.4.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.4_1,Basketo,,Basketo,,,SpecialWoreda,District,71801,
524,524,524,524,ETH.10.5.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Bero,,,Woreda,District,71108,
525,525,525,525,ETH.10.5.2_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Debub Bench,,,Woreda,District,71103,
526,526,526,526,ETH.10.5.3_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Gurafereda,,,Woreda,District,71102,
527,527,527,527,ETH.10.5.4_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Maji,,,Woreda,District,71107,
528,528,528,528,ETH.10.5.5_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Menit Goldiye,,,Woreda,District,71105,
529,529,529,529,ETH.10.5.6_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Menit Shasha,,,Woreda,District,71106,
530,530,530,530,ETH.10.5.7_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Semen Bench,,,Woreda,District,71110,
531,531,531,531,ETH.10.5.8_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Shay Bench,,,Woreda,District,71104,
532,532,532,532,ETH.10.5.9_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Sheka,,,Woreda,District,71101,
533,533,533,533,ETH.10.5.10_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.5_1,Bench Maji,,Surma,,,Woreda,District,71109,
534,534,534,534,ETH.10.6.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.6_1,Burji,,Burji,,,SpecialWoreda,District,71303,
535,535,535,535,ETH.10.7.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.7_1,Dawro,,Esira,,,Woreda,District,71705,
536,536,536,536,ETH.10.7.2_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.7_1,Dawro,,Gena Bosa,,,Woreda,District,71704,
537,537,537,537,ETH.10.7.3_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.7_1,Dawro,,Loma Bosa,,,Woreda,District,71703,
538,538,538,538,ETH.10.7.4_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.7_1,Dawro,,Mareka,,,Woreda,District,71702,
539,539,539,539,ETH.10.7.5_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.7_1,Dawro,,Tocha,,,Woreda,District,71701,
540,540,540,540,ETH.10.8.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Bako Gazer,SouthAri,,Woreda,District,70702,
541,541,541,541,ETH.10.8.2_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Bena Tsemay,,,Woreda,District,70705,
542,542,542,542,ETH.10.8.3_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Dasenech(Kuraz),,,Woreda,District,70706,
543,543,543,543,ETH.10.8.4_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Gelila,,,Woreda,District,70703,
544,544,544,544,ETH.10.8.5_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Gnangatom,,,Woreda,District,70708,
545,545,545,545,ETH.10.8.6_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Hamer,,,Woreda,District,70704,
546,546,546,546,ETH.10.8.7_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Male,,,Woreda,District,70707,
547,547,547,547,ETH.10.8.8_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.8_1,Debub Omo,,Selamgo,,,Woreda,District,70701,
548,548,548,548,ETH.10.9.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.9_1,Derashe,,Derashe,,,SpecialWoreda,District,71304,
549,549,549,549,ETH.10.10.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Arba Minch Zuria,,,Woreda,District,71016,
550,550,550,550,ETH.10.10.2_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Ayida,,,Woreda,District,71015,
551,551,551,551,ETH.10.10.3_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Bonke,,,Woreda,District,71013,
552,552,552,552,ETH.10.10.4_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Boreda,,,Woreda,District,71004,
553,553,553,553,ETH.10.10.5_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Chencha,,,Woreda,District,71007,
554,554,554,554,ETH.10.10.6_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Daramalo,,,Woreda,District,71009,
555,555,555,555,ETH.10.10.7_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Denibu Gofa,,,Woreda,District,71002,
556,556,556,556,ETH.10.10.8_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Dita,,,Woreda,District,71008,
557,557,557,557,ETH.10.10.9_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Geze Gofa,,,Woreda,District,71017,
558,558,558,558,ETH.10.10.10_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Kemba,,,Woreda,District,71012,
559,559,559,559,ETH.10.10.11_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Kucha,,,Woreda,District,71003,
560,560,560,560,ETH.10.10.12_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Melekoza,,,Woreda,District,71001,
561,561,561,561,ETH.10.10.13_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Mirab Abaya,,,Woreda,District,71005,
562,562,562,562,ETH.10.10.14_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Ubadebretsehay,,,Woreda,District,71011,
563,563,563,563,ETH.10.10.15_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.10_1,Gamo Gofa,,Zala,,,Woreda,District,71010,
564,564,564,564,ETH.10.11.1_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.11_1,Gedeo,,Bule,,,Woreda,District,70504,
565,565,565,565,ETH.10.11.2_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.11_1,Gedeo,,Dila Zuria,,,Woreda,District,70505,
566,566,566,566,ETH.10.11.3_1,ETH,Ethiopia,ETH.10_1,Southern Nations Nationalities,,ETH.10.11_1,Gedeo,,Kochere,,,Woreda,District,70503,
