Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country
,Mghunga,1,1,SHADE FIREWOOD ,,False,Kenya
,Mlezeni,10,9,SHADE FIREWOOD ,,False,Kenya
,guava,200,180,FRUITS MEDICINAL ,,True,Kenya
,lucina,200,158,SHADE ,,False,Kenya
Moringa oleifera,mkimbo,540,530,MEDICINAL ,,False,Kenya
,Chinese coffin tree,150,147,SOIL_FERTILITY ,ecological service,False,Kenya
Mangifera indica,maembe,50,30,FRUITS SHADE FIREWOOD ,,True,Kenya
,mango,100,93,SHADE FRUITS FIREWOOD ,,True,Kenya
,mlezeni,150,145,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
Citrus paradisi,pixie,500,400,SHADE MEDICINAL FIREWOOD FRUITS SOIL_FERTILITY ,source of vitamin C,True,Kenya
,Kiluli,10,5,SHADE CONSTRUCTION FIREWOOD SOIL_FERTILITY ,,False,Kenya
,croton,10,8,SHADE MEDICINAL ,,False,Kenya
,munina,600,200,SOIL_FERTILITY FODDER ,land restoration,False,Kenya
melia,,120,115,CONSTRUCTION FIREWOOD SOIL_FERTILITY ,,False,Kenya
Moringa oleifera,mkimbo,540,530,MEDICINAL ,,False,Kenya
Mangifera indica,kiembe,10,8,FRUITS SHADE FIREWOOD ,,True,Kenya
,Mchrismass,57,51,SHADE ,,False,Kenya
,Mjohoro,480,400,SHADE ,,False,Kenya
,unknown,4,4,SHADE ,,False,Kenya
,Mjohoro,370,300,SHADE ,,False,Kenya
,unknown,6,6,SHADE ,,False,Kenya
,Kisungwa,70,60,FRUITS SOIL_FERTILITY ,,True,Kenya
,kiembe,40,30,FRUITS FIREWOOD SOIL_FERTILITY ,,True,Kenya
,kithona,10,8,NUTS FIREWOOD FRUITS SHADE ,,True,Kenya
,Mtomoko,24,11,FRUITS ,,True,Kenya
,Zambarao,19,11,SHADE FRUITS ,,True,Kenya
,Mtomoko,12,9,FRUITS ,,True,Kenya
Trichilia emetica,Trichelia,10,10,SHADE CONSTRUCTION ,,False,Kenya
guava,Guava,200,160,FRUITS SHADE MEDICINAL ,,True,Kenya
,Ndimu,25,23,FODDER FIREWOOD FRUITS ,,True,Kenya
,mlezeni,25,25,FIREWOOD SHADE ,,False,Kenya
,mlezeni,25,25,SHADE ,,False,Kenya
,Mjohoro,480,400,SHADE ,,False,Kenya
,sesbania,100,56,SOIL_FERTILITY CONSTRUCTION FIREWOOD ,,False,Kenya
,musewa,50,17,SOIL_FERTILITY FODDER CONSTRUCTION SHADE FIREWOOD ,,False,Kenya
,mango tree,52,49,FRUITS ,,True,Kenya
Cypruss,msumbesu,50,30,SOIL_FERTILITY FIREWOOD SHADE CONSTRUCTION ,,False,Kenya
Prosopis africana,mngima,4,3,FIREWOOD CONSTRUCTION MEDICINAL SOIL_FERTILITY FODDER ,,False,Kenya
,unknown,4,4,SHADE ,,False,Kenya
,kiembe,30,25,SOIL_FERTILITY FRUITS SHADE FIREWOOD ,,True,Kenya
,kilaa,90,60,FIREWOOD FODDER SHADE ,,False,Kenya
,mkungu,36,17,SHADE FRUITS ,,True,Kenya
,mwembe,15,10,SHADE FRUITS FIREWOOD ,,True,Kenya
Mangifera indica,kiembe,15,8,FRUITS FIREWOOD ,,True,Kenya
Unknown,musanduku,80,72,FIREWOOD CONSTRUCTION ,,False,Kenya
citrus sinensis,Machungwa,1000,950,SOIL_FERTILITY CONSTRUCTION FRUITS FIREWOOD FODDER SHADE ,,True,Kenya
Mangifera indica,Maembe,700,650,SOIL_FERTILITY FRUITS FIREWOOD FODDER SHADE ,,True,Kenya
,muti muyo,50,40,SOIL_FERTILITY FRUITS FIREWOOD SHADE ,,True,Kenya
,Mwarobaini,100,83,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,False,Kenya
,Mkungu,20,18,FRUITS SHADE SOIL_FERTILITY ,,True,Kenya
Unknown,mutalakwe,50,46,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,Nairobi tree,30,25,SHADE SOIL_FERTILITY ,,False,Kenya
,Mkungu,20,18,FRUITS SHADE SOIL_FERTILITY ,,True,Kenya
,Kukumanga,50,40,SOIL_FERTILITY MEDICINAL FRUITS ,,True,Kenya
Eucalyptus globulus,eucalyptus,2,1,FIREWOOD CONSTRUCTION ,,False,Kenya
unknown,kienbe,13,8,FRUITS FIREWOOD SHADE ,,True,Kenya
Unknown,kitomoko,15,8,FRUITS SHADE FIREWOOD ,,True,Kenya
Unknown,mukima,9,4,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,Mweya in Kamba,200,100,CONSTRUCTION FIREWOOD ,,False,Kenya
,Msanduku,300,100,SHADE CONSTRUCTION FIREWOOD ,,False,Kenya
Azadirachta indica,Mwarubaini,7,2,SHADE MEDICINAL ,,False,Kenya
Trichilia emetica,Evergreen,150,148,SHADE ,,False,Kenya
,lemon,25,20,FRUITS SHADE ,,True,Kenya
,Mango,100,80,FRUITS FIREWOOD SHADE ,,True,Kenya
,croton,15,15,FIREWOOD OTHER FODDER CONSTRUCTION ,seed collection,False,Kenya
,lucena,30,25,FIREWOOD SOIL_FERTILITY FODDER SHADE CONSTRUCTION ,,False,Kenya
,melia,250,200,FIREWOOD FODDER SOIL_FERTILITY CONSTRUCTION OTHER ,seed collection,False,Kenya
,kiembe,350,340,FRUITS FIREWOOD ,,True,Kenya
unknown,kisungwa,50,43,FIREWOOD FRUITS ,,True,Kenya
unknown,pixie,30,25,FRUITS ,,True,Kenya
,muthulu,5,5,FIREWOOD CONSTRUCTION SHADE MEDICINAL ,,False,Kenya
,mango,4,4,FRUITS SHADE ,,True,Kenya
,mwarubaini,15,12,MEDICINAL SHADE ,,False,Kenya
,Grivelia,300,286,FIREWOOD CONSTRUCTION ,,False,Kenya
,orange,3,3,FRUITS ,,True,Kenya
Persea americana,Ivakato,500,400,SOIL_FERTILITY CONSTRUCTION FRUITS FIREWOOD SHADE ,,True,Kenya
,Ivavai,100,85,SOIL_FERTILITY FRUITS SHADE ,,True,Kenya
,Benjamin,100,72,FIREWOOD SHADE SOIL_FERTILITY ,,False,Kenya
Senna siemea,Muchola,100,70,FIREWOOD SHADE SOIL_FERTILITY CONSTRUCTION ,,False,Kenya
Citrus limon,Ndimu,20,18,FIREWOOD FRUITS FODDER SHADE SOIL_FERTILITY ,,True,Kenya
Unknown,kitae,30,28,SHADE FRUITS ,,True,Kenya
Unknown,kitae,30,28,SHADE FRUITS ,,True,Kenya
,Kiundwa,5,3,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,False,Kenya
,Kitomoko,20,18,FIREWOOD SOIL_FERTILITY FODDER SHADE FRUITS ,,True,Kenya
,Mkrismas,50,50,SHADE ,,False,Kenya
,Chinese Tallow,200,200,SHADE ,,False,Kenya
,Casuarina,10,10,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,True,Kenya
,kiiyu,10,8,FRUITS ,,True,Kenya
,unknown,7,7,SHADE ,,False,Kenya
,Neem Tree,100,100,SHADE ,,False,Kenya
,Mpera,19,12,FRUITS ,,True,Kenya
,Kirumbutu,35,29,SHADE CONSTRUCTION ,,False,Kenya
,Macamia,5,1,CONSTRUCTION FIREWOOD ,,False,Kenya
,mango,4,4,FRUITS SHADE ,,True,Kenya
,Nairobi tree,30,25,SHADE SOIL_FERTILITY ,,False,Kenya
Unknown,yanga,38,35,FRUITS ,,True,Kenya
Senna siemea,Muchola,100,70,FIREWOOD SHADE SOIL_FERTILITY CONSTRUCTION ,,False,Kenya
,korosho,100,90,SOIL_FERTILITY NUTS ,,False,Kenya
Prunus africana,Mngima,5,3,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,Apple Mango,3,2,SHADE MEDICINAL FRUITS ,,True,Kenya
,Mkungu,50,50,FRUITS SHADE NUTS ,,True,Kenya
,Mastafeli,3,3,FRUITS SHADE ,,True,Kenya
,Ashok,100,100,SHADE OTHER ,ornamental,False,Kenya
,Mwarubaini,30,30,MEDICINAL SHADE ,,False,Kenya
,croton,15,15,FIREWOOD OTHER FODDER CONSTRUCTION ,seed collection,False,Kenya
,lucena,30,25,FIREWOOD SOIL_FERTILITY FODDER SHADE CONSTRUCTION ,,False,Kenya
,mwarubaini,60,60,SHADE MEDICINAL FIREWOOD ,,False,Kenya
,gliricidia,8,8,FIREWOOD FODDER SOIL_FERTILITY CONSTRUCTION SHADE ,,False,Kenya
,Kisambalau,60,55,FIREWOOD FRUITS ,,True,Kenya
,kisungwa,846,834,FRUITS FIREWOOD ,,True,Kenya
,kiembe,400,340,FRUITS FIREWOOD ,,True,Kenya
,orange,3,3,FRUITS ,,True,Kenya
,Kiluli,10,8,FIREWOOD SHADE SOIL_FERTILITY ,,False,Kenya
Unknown,kitundu,50,43,SHADE FIREWOOD ,,False,Kenya
Jacaranda mimosifolia,jacaranda,10,7,OTHER FIREWOOD ,,False,Kenya
Unknown,yanga,38,35,FRUITS ,,True,Kenya
Unknown,kitundu,50,43,SHADE FIREWOOD ,,False,Kenya
Jacaranda mimosifolia,jacaranda,10,7,OTHER FIREWOOD ,,False,Kenya
Unknown,kivela,3,2,FRUITS FIREWOOD ,,True,Kenya
,Mwarobaini,100,83,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,False,Kenya
Unknown,mutundu,5,3,SHADE FIREWOOD ,,False,Kenya
,ashok,30,28,SHADE ,beautification,False,Kenya
Prunus africana,Mngima,25,25,MEDICINAL SHADE ,,False,Kenya
,pawpaw,10,5,FRUITS ,,True,Kenya
,kirumbutu,20,18,FIREWOOD CONSTRUCTION SHADE OTHER ,furniture,False,Kenya
,croton,100,92,FIREWOOD SHADE OTHER ,windbreakers,False,Kenya
,mwavuli,7,6,FIREWOOD SHADE OTHER ,Aesthetic,False,Kenya
,Mzabarau,150,140,FRUITS MEDICINAL SHADE ,,True,Kenya
,kiembe,14,14,FIREWOOD FRUITS ,,True,Kenya
,muovacado,32,26,FRUITS SHADE ,,True,Kenya
,kiinga,10,8,FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
,Boganvilia,5,2,SHADE ,,False,Kenya
,Kiundwa,5,3,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,False,Kenya
Mangifera indica,Maembe,20,10,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,True,Kenya
Unknown,musanduku,55,50,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,Mutuluku,20,10,SHADE SOIL_FERTILITY ,,False,Kenya
Mangifera indica,Maembe,20,10,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,True,Kenya
Carica papaya,Kivavai,200,180,SOIL_FERTILITY SHADE FRUITS ,,True,Kenya
Cypruss,msumbesu,30,30,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,mukima,50,45,CONSTRUCTION FIREWOOD SHADE ,,False,Kenya
Unknown,kikolovia,25,20,FRUITS FIREWOOD SHADE ,,True,Kenya
,Pawpaw,200,50,MEDICINAL FRUITS ,,True,Kenya
,Grevilea,10,1,SHADE CONSTRUCTION ,,False,Kenya
Azadirachta indica,Mwarubaini,100,100,SHADE MEDICINAL ,,False,Kenya
,Araucaria,30,30,SHADE OTHER ,ornamental,False,Kenya
,lucena,30,25,FIREWOOD SOIL_FERTILITY FODDER SHADE CONSTRUCTION ,,False,Kenya
,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,True,Kenya
,mlezeni,450,420,SHADE CONSTRUCTION FIREWOOD ,,False,Kenya
,Kikuyu,70,68,FIREWOOD CONSTRUCTION ,,False,Kenya
Mangifera indica,kiembe,100,80,FIREWOOD FRUITS ,,True,Kenya
,mwarubaini,10,10,FIREWOOD CONSTRUCTION MEDICINAL ,,False,Kenya
,grecidia,10,10,SHADE ,,False,Kenya
,Mjohoro,250,200,SHADE ,,False,Kenya
,muovacado,32,26,FRUITS SHADE ,,True,Kenya
,kikuyu,2,2,FIREWOOD SHADE ,,False,Kenya
,muovacado,32,26,FRUITS SHADE ,,True,Kenya
,mango,4,4,FRUITS SHADE ,,True,Kenya
,Mutuluku,20,10,SHADE SOIL_FERTILITY ,,False,Kenya
Unknown,kikolovia,50,47,SHADE FRUITS FIREWOOD ,,True,Kenya
Unknown,musanduku,80,72,FIREWOOD CONSTRUCTION ,,False,Kenya
,Benjamin,100,72,FIREWOOD SHADE SOIL_FERTILITY ,,False,Kenya
Unknown,mutalakwe,15,9,CONSTRUCTION FIREWOOD SHADE ,,False,Kenya
Unknown,kikolovia,25,20,FRUITS SHADE FIREWOOD ,,True,Kenya
Unknown,mukima,5,3,SHADE FIREWOOD ,,False,Kenya
,gravelia,15,12,SHADE ,,False,Kenya
,mwarubaini,10,8,SHADE MEDICINAL ,,False,Kenya
,Lusina,20,10,SOIL_FERTILITY SHADE FODDER ,,False,Kenya
,Mlezeni,100,100,SHADE FIREWOOD ,,False,Kenya
,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,True,Kenya
,croton,15,15,FIREWOOD OTHER FODDER CONSTRUCTION ,seed collection,False,Kenya
,pawpaw,20,15,FRUITS ,,True,Kenya
,mlezeni,50,45,FIREWOOD CONSTRUCTION SHADE OTHER ,windbreakers,False,Kenya
,Musungwa,846,838,SOIL_FERTILITY FRUITS FIREWOOD ,,True,Kenya
Mangifera indica,kiembe,60,50,FRUITS SHADE ,,True,Kenya
,mukau,20,17,FODDER FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
,Christmas tree,10,10,SHADE ,,False,Kenya
,Mwarubaini,300,280,SHADE MEDICINAL ,,False,Kenya
,Mwarubaini,300,280,SHADE MEDICINAL ,,False,Kenya
,Mchrismass,53,53,SHADE ,,False,Kenya
,mango,4,4,FRUITS SHADE ,,True,Kenya
,mwarubaini,15,12,MEDICINAL SHADE ,,False,Kenya
,eucalyptus,300,285,FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
,lukewart,20,18,FIREWOOD FRUITS SHADE ,,True,Kenya
,munyonyo,20,14,FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
,Pawpaw,22,13,MEDICINAL FRUITS ,,True,Kenya
,muovacado,32,26,FRUITS SHADE ,,True,Kenya
,mwarubaini,15,12,MEDICINAL SHADE ,,False,Kenya
,Bixa,50,40,SOIL_FERTILITY FRUITS FIREWOOD SHADE ,food color,True,Kenya
Unknown,mutalakwe,50,46,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
Unknown,kikolovia,50,47,SHADE FRUITS FIREWOOD ,,True,Kenya
Unknown,musanduku,55,50,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
Citrus limon,Ndimu,20,18,FIREWOOD FRUITS FODDER SHADE SOIL_FERTILITY ,,True,Kenya
citrus limon,Itimo,500,420,FIREWOOD SOIL_FERTILITY FODDER CONSTRUCTION SHADE FRUITS ,,True,Kenya
Citrus sinensis,Kisungwa,500,450,FIREWOOD SOIL_FERTILITY SHADE FRUITS ,,True,Kenya
,pixie,500,400,FIREWOOD SOIL_FERTILITY FODDER SHADE FRUITS ,,True,Kenya
unknown,"bottle 
bottle brush",8,5,SHADE FIREWOOD ,,False,Kenya
Melia azadirach,Mpenda bure,30,20,SHADE CONSTRUCTION ,,False,Kenya
,Casuarina,50,12,SHADE CONSTRUCTION FIREWOOD ,,False,Kenya
Trichilia emetica,,200,200,SHADE ,,False,Kenya
,apple Mango,1,1,FRUITS SHADE ,,True,Kenya
,Casuarina,10,10,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,umbrella tree,100,96,SHADE ,,False,Kenya
,lucena,30,25,FIREWOOD SOIL_FERTILITY FODDER SHADE CONSTRUCTION ,,False,Kenya
,Mango,25,23,FIREWOOD FRUITS SHADE ,,True,Kenya
,mango,10,8,FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,True,Kenya
unknown,musanduku,50,42,CONSTRUCTION FIREWOOD ,,False,Kenya
,kisungwa,25,18,SOIL_FERTILITY FIREWOOD FRUITS ,,True,Kenya
,kisambalau,5,3,FIREWOOD FRUITS ,,True,Kenya
,kipapai,50,40,FRUITS ,,True,Kenya
,papai,10,6,FRUITS ,,True,Kenya
,cypress,320,290,FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
,Mango grafted,20,14,FRUITS SHADE ,,True,Kenya
,Moringa,34,23,MEDICINAL ,,False,Kenya
,mwarubaini,15,12,MEDICINAL SHADE ,,False,Kenya
,Pixie,1500,1200,SOIL_FERTILITY CONSTRUCTION FRUITS FIREWOOD FODDER SHADE ,,True,Kenya
Unknown,kivela,3,2,FRUITS FIREWOOD ,,True,Kenya
,Kiluli,10,8,FIREWOOD SHADE SOIL_FERTILITY ,,False,Kenya
,Kivela guava,100,80,FIREWOOD SOIL_FERTILITY SHADE FRUITS ,,True,Kenya
Guava,Guava,10,5,FRUITS MEDICINAL SHADE SOIL_FERTILITY FIREWOOD FODDER ,,True,Kenya
Mangifera indica,Mugamu,30,25,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
Unknown,kyowa,20,9,FIREWOOD SHADE ,,False,Kenya
Unknown,muvinza,25,16,FIREWOOD SHADE ,,False,Kenya
unknown,mukima,30,25,CONSTRUCTION FIREWOOD SHADE ,,False,Kenya
Unknown,muarobaini,20,12,MEDICINAL SHADE ,,False,Kenya
,Mlezeni,30,10,SHADE FIREWOOD ,,False,Kenya
,umbrella tree,200,200,SHADE ,,False,Kenya
,Mkungu,10,10,SHADE NUTS ,,False,Kenya
,croton,15,15,FIREWOOD OTHER FODDER CONSTRUCTION ,seed collection,False,Kenya
,msoda,20,20,FIREWOOD ,Aesthetic on fence,False,Kenya
,unknown,9,9,SHADE ,,False,Kenya
,gruevelia,160,120,FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
,Grafted Orange,36,23,FRUITS SHADE ,,True,Kenya
,Ndomoko,20,9,MEDICINAL ,,False,Kenya
Euphorbia tirucalli,ndau,10,8,SHADE FIREWOOD ,,False,Kenya
commiphora baluencis,itula,5,3,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
Unknown,kiuuku,10,6,FODDER SHADE MEDICINAL FIREWOOD CONSTRUCTION ,,False,Kenya
Acacia tortillis,kimwaa,10,7,FODDER SHADE FIREWOOD ,,False,Kenya
Azadirachta indica,mwarobaini,100,72,FODDER SHADE MEDICINAL FIREWOOD CONSTRUCTION ,,False,Kenya
Cassia arereh,kyalandathe,10,9,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
Unknown,kalila,70,58,SHADE MEDICINAL FIREWOOD ,,False,Kenya
Unknown,mukilisimasi,30,23,SHADE FIREWOOD ,,False,Kenya
Acacia polyacantha,munina,10,6,FODDER SHADE FIREWOOD ,,False,Kenya
Unknown,mukau,10,8,SHADE MEDICINAL FIREWOOD CONSTRUCTION ,,False,Kenya
,mukuyu,50,50,MEDICINAL SHADE FIREWOOD ,,False,Kenya
,muvaliti,500,450,SHADE FIREWOOD CONSTRUCTION ,,False,Kenya
,kithulu,1000,900,MEDICINAL NUTS SHADE FIREWOOD ,,False,Kenya
,muvengele,80,75,CONSTRUCTION SHADE FIREWOOD ,,False,Kenya
,ash oak,6,6,CONSTRUCTION SOIL_FERTILITY FIREWOOD SHADE ,,False,Kenya
,muvingo,8,8,CONSTRUCTION FIREWOOD FODDER ,,False,Kenya
,mwaluvaini,6,6,FIREWOOD FODDER SHADE MEDICINAL ,,False,Kenya
,muthata,5,5,CONSTRUCTION SOIL_FERTILITY FIREWOOD FODDER SHADE ,,False,Kenya
,muuwa,6,6,CONSTRUCTION FRUITS FIREWOOD ,,True,Kenya
,eucalyptus,1000,950,MEDICINAL CONSTRUCTION FIREWOOD ,,False,Kenya
,gruvellia,25,25,SHADE SOIL_FERTILITY FIREWOOD ,,False,Kenya
,mukengeta,15,14,SHADE CONSTRUCTION SOIL_FERTILITY FIREWOOD ,,False,Kenya
,kiembe,2,2,FODDER SHADE FRUITS SOIL_FERTILITY FIREWOOD ,,True,Kenya
,grevellia,50,45,SHADE CONSTRUCTION FIREWOOD ,,False,Kenya
,kivakato,50,40,FODDER SHADE FRUITS SOIL_FERTILITY FIREWOOD ,,True,Kenya
,Cypress,25,20,SHADE CONSTRUCTION FIREWOOD ,,False,Kenya
,Avocado,18,12,SHADE FRUITS ,,True,Kenya
,m,500,480,SHADE FIREWOOD ,,False,Kenya
,msumbesu,500,450,FIREWOOD CONSTRUCTION SHADE ,,False,Kenya
